edad;trabajo;civil;educacion;defecto;deposito;propiedad;prestamo;contacto;dia;mes;duracion;campaña;pdias;previo;presultado;y
30;gerente;soltero;terciaria;no;6164;si;no;desconocido;27;may;152;11;-1;0;desconocido;no
36;servicios;soltero;secundaria;no;-330;si;no;desconocido;27;may;256;2;-1;0;desconocido;no
30;gerente;casado;secundaria;no;-397;si;no;desconocido;27;may;141;3;-1;0;desconocido;no
38;tecnico;casado;secundaria;no;750;si;no;desconocido;27;may;265;2;-1;0;desconocido;no
41;tecnico;casado;terciaria;no;725;si;si;desconocido;27;may;87;3;-1;0;desconocido;no
34;collar azul;casado;secundaria;no;-1725;si;no;desconocido;27;may;452;2;-1;0;desconocido;no
45;desempleado;casado;primaria;no;180;si;si;desconocido;27;may;62;2;-1;0;desconocido;no
36;collar azul;casado;secundaria;no;-190;si;no;desconocido;27;may;348;2;-1;0;desconocido;no
34;collar azul;soltero;secundaria;no;-96;si;no;desconocido;27;may;153;2;-1;0;desconocido;no
30;collar azul;casado;primaria;no;554;si;no;desconocido;27;may;89;5;-1;0;desconocido;no
36;servicios;soltero;secundaria;no;-295;si;si;desconocido;27;may;132;3;-1;0;desconocido;no
28;collar azul;soltero;desconocido;no;913;si;no;desconocido;27;may;580;2;-1;0;desconocido;no
29;emprendedor;casado;terciaria;no;3037;si;no;desconocido;27;may;34;3;-1;0;desconocido;no
36;servicios;soltero;secundaria;no;9713;si;no;desconocido;27;may;72;3;-1;0;desconocido;no
32;gerente;soltero;terciaria;no;1410;si;no;desconocido;27;may;175;5;-1;0;desconocido;no
28;administrativo;soltero;secundaria;no;428;si;si;desconocido;27;may;99;2;-1;0;desconocido;no
35;emprendedor;casado;terciaria;no;542;si;si;desconocido;27;may;591;5;-1;0;desconocido;no
24;collar azul;casado;secundaria;no;-254;si;si;desconocido;27;may;290;2;-1;0;desconocido;no
36;tecnico;casado;primaria;no;1653;si;si;desconocido;27;may;336;10;-1;0;desconocido;no
30;gerente;casado;terciaria;no;-27;si;no;desconocido;27;may;29;2;-1;0;desconocido;no
35;tecnico;casado;secundaria;no;712;si;no;desconocido;27;may;266;4;-1;0;desconocido;no
34;collar azul;soltero;secundaria;no;3723;si;no;desconocido;27;may;47;5;-1;0;desconocido;no
32;servicios;casado;secundaria;si;-684;si;no;desconocido;27;may;298;3;-1;0;desconocido;no
26;collar azul;casado;secundaria;no;557;si;si;desconocido;27;may;282;2;-1;0;desconocido;no
24;administrativo;soltero;secundaria;no;795;si;no;desconocido;27;may;209;2;-1;0;desconocido;no
40;gerente;divorciado;terciaria;no;-78;si;no;desconocido;27;may;67;4;-1;0;desconocido;no
32;collar azul;casado;primaria;no;902;si;no;desconocido;27;may;106;2;-1;0;desconocido;no
43;tecnico;casado;secundaria;no;2344;si;no;desconocido;27;may;111;2;-1;0;desconocido;no
29;collar azul;casado;secundaria;no;844;si;no;desconocido;27;may;157;2;-1;0;desconocido;no
34;administrativo;soltero;secundaria;no;0;si;no;desconocido;27;may;197;2;-1;0;desconocido;no
34;servicios;soltero;secundaria;no;544;si;no;desconocido;27;may;257;2;-1;0;desconocido;no
24;collar azul;soltero;primaria;no;111;si;si;desconocido;27;may;42;4;-1;0;desconocido;no
49;tecnico;divorciado;secundaria;no;-1547;si;si;desconocido;27;may;492;3;-1;0;desconocido;no
37;servicios;casado;secundaria;no;-349;si;no;desconocido;27;may;319;5;-1;0;desconocido;no
26;tecnico;soltero;secundaria;no;261;si;no;desconocido;27;may;371;2;-1;0;desconocido;no
43;gerente;casado;terciaria;no;1379;si;no;desconocido;27;may;383;3;-1;0;desconocido;no
39;gerente;casado;terciaria;no;-342;si;no;desconocido;27;may;110;2;-1;0;desconocido;no
36;gerente;soltero;terciaria;no;0;si;no;desconocido;27;may;88;2;-1;0;desconocido;no
25;emprendedor;soltero;terciaria;si;6;si;si;desconocido;27;may;3;4;-1;0;desconocido;no
47;emprendedor;casado;terciaria;no;362;si;no;desconocido;27;may;97;5;-1;0;desconocido;no
37;tecnico;casado;secundaria;no;427;si;si;desconocido;27;may;335;3;-1;0;desconocido;no
20;estudiante;soltero;terciaria;no;556;si;no;desconocido;27;may;15;10;-1;0;desconocido;no
28;gerente;casado;terciaria;no;318;si;no;desconocido;27;may;4;4;-1;0;desconocido;no
29;gerente;soltero;secundaria;no;-105;si;no;desconocido;27;may;5;3;-1;0;desconocido;no
31;servicios;casado;secundaria;no;-538;no;si;desconocido;27;may;284;1;-1;0;desconocido;no
26;estudiante;soltero;secundaria;no;2784;si;no;desconocido;27;may;264;1;-1;0;desconocido;no
41;administrativo;casado;secundaria;no;920;si;si;desconocido;27;may;239;1;-1;0;desconocido;no
48;empleada domestica;casado;primaria;no;627;si;no;desconocido;27;may;21;5;-1;0;desconocido;no
34;collar azul;casado;primaria;no;244;si;no;desconocido;27;may;15;13;-1;0;desconocido;no
30;gerente;soltero;terciaria;no;0;si;si;desconocido;27;may;350;3;-1;0;desconocido;no
34;tecnico;casado;secundaria;si;-34;si;no;desconocido;27;may;201;5;-1;0;desconocido;no
43;collar azul;divorciado;primaria;no;6;si;no;desconocido;27;may;112;4;-1;0;desconocido;no
25;tecnico;divorciado;terciaria;no;174;no;si;desconocido;27;may;350;4;-1;0;desconocido;no
40;gerente;soltero;terciaria;no;36;si;no;desconocido;27;may;240;3;-1;0;desconocido;no
35;gerente;soltero;terciaria;no;-208;si;no;desconocido;27;may;127;2;-1;0;desconocido;no
34;collar azul;casado;secundaria;no;1412;si;si;desconocido;27;may;157;2;-1;0;desconocido;no
26;tecnico;soltero;secundaria;no;75;si;no;desconocido;27;may;337;2;-1;0;desconocido;no
30;independiente;soltero;terciaria;no;2593;no;no;desconocido;27;may;662;7;-1;0;desconocido;no
34;tecnico;casado;secundaria;no;-259;si;no;desconocido;27;may;124;2;-1;0;desconocido;no
45;tecnico;divorciado;secundaria;no;0;si;no;desconocido;27;may;165;2;-1;0;desconocido;no
44;collar azul;casado;primaria;no;1432;si;si;desconocido;27;may;63;9;-1;0;desconocido;no
34;desempleado;soltero;terciaria;no;906;si;no;desconocido;27;may;101;3;-1;0;desconocido;no
39;tecnico;casado;primaria;no;169;si;no;desconocido;27;may;133;2;-1;0;desconocido;no
47;administrativo;casado;secundaria;no;-245;si;no;desconocido;27;may;145;5;-1;0;desconocido;no
35;collar azul;casado;primaria;no;914;si;no;desconocido;27;may;374;9;-1;0;desconocido;no
49;collar azul;divorciado;primaria;no;15;si;no;desconocido;27;may;550;7;-1;0;desconocido;no
28;tecnico;soltero;secundaria;no;10865;si;no;desconocido;27;may;350;3;-1;0;desconocido;no
30;servicios;casado;secundaria;no;-932;no;no;desconocido;27;may;349;3;-1;0;desconocido;no
31;collar azul;casado;secundaria;no;77;si;no;desconocido;27;may;371;2;-1;0;desconocido;no
31;gerente;casado;terciaria;no;1183;si;no;desconocido;27;may;676;6;-1;0;desconocido;no
39;gerente;casado;terciaria;no;0;no;no;desconocido;27;may;205;8;-1;0;desconocido;no
28;collar azul;casado;secundaria;no;100;si;si;desconocido;27;may;132;2;-1;0;desconocido;no
27;administrativo;soltero;secundaria;no;349;si;no;desconocido;27;may;165;3;-1;0;desconocido;no
35;collar azul;casado;primaria;no;424;si;no;desconocido;27;may;177;2;-1;0;desconocido;no
47;tecnico;divorciado;terciaria;no;-1148;si;si;desconocido;27;may;62;2;-1;0;desconocido;no
33;administrativo;casado;secundaria;no;-297;si;no;desconocido;27;may;398;3;-1;0;desconocido;no
34;tecnico;soltero;secundaria;no;-476;si;no;desconocido;27;may;92;4;-1;0;desconocido;no
33;gerente;casado;terciaria;no;1657;si;no;desconocido;27;may;342;4;-1;0;desconocido;no
33;tecnico;soltero;terciaria;no;231;si;no;desconocido;27;may;198;2;-1;0;desconocido;no
24;gerente;casado;secundaria;no;2278;si;no;desconocido;27;may;77;4;-1;0;desconocido;no
29;collar azul;divorciado;primaria;no;2597;si;no;desconocido;27;may;112;3;-1;0;desconocido;no
42;servicios;casado;secundaria;no;3620;si;no;desconocido;27;may;22;16;-1;0;desconocido;no
57;collar azul;casado;primaria;no;318;si;no;desconocido;27;may;206;2;-1;0;desconocido;no
39;gerente;casado;terciaria;no;1598;si;si;desconocido;27;may;87;3;-1;0;desconocido;no
33;collar azul;casado;primaria;no;2615;si;no;desconocido;27;may;143;8;-1;0;desconocido;no
43;collar azul;casado;primaria;no;-127;si;no;desconocido;27;may;102;3;-1;0;desconocido;no
26;collar azul;casado;secundaria;no;2005;si;no;desconocido;27;may;224;3;-1;0;desconocido;no
32;gerente;casado;terciaria;no;3809;si;no;desconocido;27;may;50;5;-1;0;desconocido;no
34;tecnico;soltero;terciaria;no;122;no;no;desconocido;27;may;73;5;-1;0;desconocido;no
31;collar azul;soltero;terciaria;no;-701;si;no;desconocido;27;may;42;3;-1;0;desconocido;no
48;collar azul;casado;primaria;no;5172;si;no;desconocido;27;may;144;7;-1;0;desconocido;no
32;collar azul;soltero;secundaria;no;106;si;no;desconocido;27;may;1224;8;-1;0;desconocido;no
55;gerente;casado;terciaria;no;10065;no;no;desconocido;27;may;50;3;-1;0;desconocido;no
38;collar azul;soltero;primaria;no;199;si;no;desconocido;27;may;268;4;-1;0;desconocido;no
36;servicios;soltero;secundaria;no;260;si;no;desconocido;27;may;132;8;-1;0;desconocido;no
32;desconocido;soltero;secundaria;no;-274;no;si;desconocido;27;may;108;3;-1;0;desconocido;no
38;administrativo;casado;secundaria;no;-247;si;no;desconocido;27;may;265;4;-1;0;desconocido;no
46;gerente;divorciado;terciaria;no;-154;si;si;desconocido;27;may;107;2;-1;0;desconocido;no
28;tecnico;soltero;terciaria;no;4513;si;no;desconocido;27;may;167;3;-1;0;desconocido;no
36;collar azul;casado;primaria;no;8326;si;no;desconocido;27;may;20;4;-1;0;desconocido;no
44;collar azul;soltero;secundaria;no;-435;si;no;desconocido;27;may;141;2;-1;0;desconocido;no
27;collar azul;casado;secundaria;no;0;no;no;desconocido;27;may;346;3;-1;0;desconocido;no
39;gerente;casado;secundaria;no;1072;si;no;desconocido;27;may;1168;2;-1;0;desconocido;no
37;administrativo;soltero;secundaria;no;0;no;no;desconocido;28;may;17;13;-1;0;desconocido;no
38;emprendedor;casado;secundaria;no;2849;si;no;desconocido;28;may;166;3;-1;0;desconocido;no
34;collar azul;casado;primaria;no;100;si;si;desconocido;28;may;74;3;-1;0;desconocido;no
32;tecnico;casado;secundaria;si;-71;si;no;desconocido;28;may;78;2;-1;0;desconocido;no
39;collar azul;casado;terciaria;no;206;si;si;desconocido;28;may;153;3;-1;0;desconocido;no
52;administrativo;casado;secundaria;no;-732;si;si;desconocido;28;may;61;2;-1;0;desconocido;no
40;administrativo;soltero;secundaria;no;877;si;no;desconocido;28;may;318;6;-1;0;desconocido;no
56;administrativo;casado;secundaria;no;292;si;no;desconocido;28;may;228;9;-1;0;desconocido;no
53;tecnico;divorciado;secundaria;no;392;si;no;desconocido;28;may;59;1;-1;0;desconocido;no
39;gerente;casado;terciaria;no;139;no;si;desconocido;28;may;189;7;-1;0;desconocido;no
29;gerente;casado;terciaria;no;-218;si;no;desconocido;28;may;121;1;-1;0;desconocido;no
32;gerente;casado;secundaria;no;350;si;no;desconocido;28;may;110;2;-1;0;desconocido;no
25;collar azul;casado;primaria;no;657;si;si;desconocido;28;may;397;1;-1;0;desconocido;no
30;desempleado;soltero;secundaria;si;-770;si;no;desconocido;28;may;87;1;-1;0;desconocido;no
45;collar azul;casado;secundaria;no;-54;si;no;desconocido;28;may;372;2;-1;0;desconocido;no
35;tecnico;soltero;secundaria;no;175;si;no;desconocido;28;may;223;1;-1;0;desconocido;no
36;administrativo;soltero;secundaria;no;0;si;si;desconocido;28;may;117;6;-1;0;desconocido;no
32;collar azul;casado;secundaria;no;0;si;si;desconocido;28;may;219;3;-1;0;desconocido;no
40;gerente;soltero;terciaria;no;326;si;no;desconocido;28;may;64;1;-1;0;desconocido;no
37;administrativo;casado;secundaria;no;1123;no;si;desconocido;28;may;138;1;-1;0;desconocido;no
23;administrativo;soltero;secundaria;no;4681;si;no;desconocido;28;may;507;2;-1;0;desconocido;no
37;collar azul;casado;secundaria;no;115;si;si;desconocido;28;may;91;3;-1;0;desconocido;no
49;tecnico;divorciado;secundaria;no;181;si;no;desconocido;28;may;230;8;-1;0;desconocido;no
53;collar azul;divorciado;desconocido;no;-473;si;no;desconocido;28;may;249;2;-1;0;desconocido;no
53;servicios;casado;primaria;no;49;no;no;desconocido;28;may;152;1;-1;0;desconocido;no
33;collar azul;soltero;terciaria;no;-303;si;no;desconocido;28;may;126;2;-1;0;desconocido;no
29;collar azul;casado;primaria;no;1615;si;no;desconocido;28;may;551;1;-1;0;desconocido;no
37;administrativo;soltero;secundaria;no;1066;si;no;desconocido;28;may;83;4;-1;0;desconocido;no
33;gerente;soltero;secundaria;no;1973;si;no;desconocido;28;may;151;8;-1;0;desconocido;no
45;collar azul;casado;primaria;no;-175;si;si;desconocido;28;may;215;2;-1;0;desconocido;no
52;administrativo;soltero;secundaria;no;1964;no;si;desconocido;28;may;332;1;-1;0;desconocido;no
48;gerente;soltero;secundaria;no;61;si;no;desconocido;28;may;198;1;-1;0;desconocido;no
29;gerente;casado;terciaria;no;314;no;no;desconocido;28;may;938;2;-1;0;desconocido;si
40;servicios;divorciado;secundaria;no;5766;si;si;desconocido;28;may;385;1;-1;0;desconocido;no
36;collar azul;divorciado;secundaria;no;-59;si;no;desconocido;28;may;193;1;-1;0;desconocido;no
44;administrativo;divorciado;secundaria;no;449;si;si;desconocido;28;may;195;4;-1;0;desconocido;no
31;administrativo;divorciado;secundaria;no;82;no;no;desconocido;28;may;254;1;-1;0;desconocido;no
30;independiente;soltero;secundaria;no;311;si;si;desconocido;28;may;198;3;-1;0;desconocido;no
32;tecnico;soltero;secundaria;no;719;si;no;desconocido;28;may;79;6;-1;0;desconocido;no
38;collar azul;casado;secundaria;no;35;si;no;desconocido;28;may;130;2;-1;0;desconocido;no
34;gerente;soltero;terciaria;no;2570;no;no;desconocido;28;may;190;3;-1;0;desconocido;no
39;tecnico;casado;secundaria;no;1427;si;no;desconocido;28;may;454;1;-1;0;desconocido;no
39;collar azul;casado;secundaria;no;5222;si;no;desconocido;28;may;102;1;-1;0;desconocido;no
38;tecnico;soltero;secundaria;no;2751;si;no;desconocido;28;may;185;1;-1;0;desconocido;no
31;servicios;soltero;secundaria;no;0;si;no;desconocido;28;may;231;2;-1;0;desconocido;no
33;tecnico;casado;secundaria;no;3002;si;no;desconocido;28;may;176;2;-1;0;desconocido;no
33;administrativo;soltero;secundaria;no;598;si;no;desconocido;28;may;189;1;-1;0;desconocido;no
30;collar azul;casado;secundaria;no;363;si;no;desconocido;28;may;132;1;-1;0;desconocido;no
37;administrativo;casado;secundaria;no;18;si;si;desconocido;28;may;103;4;-1;0;desconocido;no
42;servicios;casado;secundaria;no;-262;no;no;desconocido;28;may;114;3;-1;0;desconocido;no
59;gerente;soltero;terciaria;no;68;si;no;desconocido;28;may;176;2;-1;0;desconocido;no
25;tecnico;soltero;terciaria;no;43;si;si;desconocido;28;may;738;1;-1;0;desconocido;no
35;servicios;soltero;secundaria;no;1227;si;si;desconocido;28;may;283;3;-1;0;desconocido;no
29;gerente;casado;terciaria;no;16232;no;no;desconocido;28;may;39;4;-1;0;desconocido;no
37;tecnico;divorciado;secundaria;no;-230;si;si;desconocido;28;may;224;2;-1;0;desconocido;no
26;emprendedor;soltero;secundaria;no;265;si;no;desconocido;28;may;593;1;-1;0;desconocido;no
45;gerente;divorciado;terciaria;no;-255;si;si;desconocido;28;may;128;2;-1;0;desconocido;no
28;administrativo;casado;secundaria;no;9779;si;si;desconocido;28;may;480;2;-1;0;desconocido;no
38;servicios;divorciado;secundaria;no;-345;si;no;desconocido;28;may;177;2;-1;0;desconocido;no
57;servicios;divorciado;secundaria;no;-752;si;no;desconocido;28;may;102;1;-1;0;desconocido;no
26;gerente;soltero;terciaria;no;6840;si;no;desconocido;28;may;1560;2;-1;0;desconocido;si
34;estudiante;soltero;primaria;no;3004;no;no;desconocido;28;may;49;3;-1;0;desconocido;no
44;jubilado;divorciado;primaria;no;2083;si;no;desconocido;28;may;124;1;-1;0;desconocido;no
29;gerente;casado;terciaria;no;2451;si;no;desconocido;28;may;58;1;-1;0;desconocido;no
44;collar azul;casado;secundaria;no;577;si;no;desconocido;28;may;199;3;-1;0;desconocido;no
26;tecnico;soltero;secundaria;no;668;si;no;desconocido;28;may;576;3;-1;0;desconocido;si
36;collar azul;soltero;primaria;no;851;si;no;desconocido;28;may;168;1;-1;0;desconocido;no
30;gerente;soltero;terciaria;no;849;si;no;desconocido;28;may;261;6;-1;0;desconocido;no
29;tecnico;casado;terciaria;no;1489;si;no;desconocido;28;may;430;1;-1;0;desconocido;no
30;servicios;casado;desconocido;no;280;si;si;desconocido;28;may;674;2;-1;0;desconocido;no
29;gerente;soltero;terciaria;no;0;si;no;desconocido;28;may;112;7;-1;0;desconocido;no
59;gerente;divorciado;secundaria;no;0;si;no;desconocido;28;may;248;6;-1;0;desconocido;no
31;tecnico;soltero;secundaria;no;55;no;no;desconocido;28;may;350;1;-1;0;desconocido;no
26;collar azul;soltero;secundaria;no;535;si;si;desconocido;28;may;252;1;-1;0;desconocido;no
30;tecnico;soltero;terciaria;no;-241;si;no;desconocido;28;may;147;1;-1;0;desconocido;no
37;tecnico;casado;secundaria;no;-254;si;si;desconocido;28;may;256;2;-1;0;desconocido;no
42;tecnico;casado;secundaria;no;-184;si;si;desconocido;28;may;255;1;-1;0;desconocido;no
30;tecnico;soltero;secundaria;no;1692;si;si;desconocido;28;may;141;2;-1;0;desconocido;no
32;tecnico;casado;terciaria;no;-196;si;no;desconocido;28;may;163;1;-1;0;desconocido;no
46;tecnico;casado;secundaria;no;317;si;si;desconocido;28;may;125;1;-1;0;desconocido;no
28;collar azul;soltero;secundaria;no;802;si;no;desconocido;28;may;195;3;-1;0;desconocido;no
26;collar azul;casado;primaria;no;755;si;no;desconocido;28;may;61;1;-1;0;desconocido;no
29;empleada domestica;casado;terciaria;no;420;si;no;desconocido;28;may;95;3;-1;0;desconocido;no
29;servicios;casado;secundaria;no;1386;si;no;desconocido;28;may;166;1;-1;0;desconocido;no
37;emprendedor;casado;secundaria;no;-170;si;no;desconocido;28;may;39;1;-1;0;desconocido;no
31;collar azul;casado;primaria;no;-454;si;si;desconocido;28;may;861;2;-1;0;desconocido;no
31;administrativo;soltero;secundaria;no;162;si;no;desconocido;28;may;247;1;-1;0;desconocido;no
27;gerente;soltero;secundaria;no;442;si;no;desconocido;28;may;212;1;-1;0;desconocido;no
28;gerente;soltero;terciaria;no;1996;si;si;desconocido;28;may;55;1;-1;0;desconocido;no
41;gerente;casado;primaria;no;-679;si;si;desconocido;28;may;209;2;-1;0;desconocido;no
45;servicios;casado;secundaria;no;-839;si;no;desconocido;28;may;68;1;-1;0;desconocido;no
24;collar azul;soltero;secundaria;no;8594;si;no;desconocido;28;may;181;1;-1;0;desconocido;no
28;servicios;soltero;secundaria;no;2921;si;no;desconocido;28;may;136;1;-1;0;desconocido;no
30;servicios;casado;secundaria;no;419;si;no;desconocido;28;may;390;1;-1;0;desconocido;no
26;servicios;casado;secundaria;no;311;si;no;desconocido;28;may;373;1;-1;0;desconocido;no
23;collar azul;soltero;secundaria;no;214;si;no;desconocido;28;may;44;1;-1;0;desconocido;no
25;administrativo;soltero;secundaria;no;4590;si;no;desconocido;28;may;199;2;-1;0;desconocido;no
28;servicios;casado;secundaria;no;1214;no;no;desconocido;28;may;582;1;-1;0;desconocido;no
31;tecnico;casado;secundaria;si;-463;si;no;desconocido;28;may;210;1;-1;0;desconocido;no
31;servicios;soltero;secundaria;no;605;si;no;desconocido;28;may;222;1;-1;0;desconocido;no
33;administrativo;divorciado;secundaria;no;-403;si;no;desconocido;28;may;217;1;-1;0;desconocido;no
27;administrativo;soltero;secundaria;no;110;si;no;desconocido;28;may;135;1;-1;0;desconocido;no
37;tecnico;soltero;secundaria;no;779;si;no;desconocido;28;may;85;1;-1;0;desconocido;no
49;collar azul;casado;secundaria;no;579;si;no;desconocido;28;may;396;1;-1;0;desconocido;no
30;tecnico;soltero;terciaria;no;0;si;no;desconocido;28;may;58;1;-1;0;desconocido;no
24;collar azul;casado;secundaria;no;0;no;no;desconocido;28;may;94;1;-1;0;desconocido;no
39;collar azul;divorciado;secundaria;no;412;no;no;desconocido;28;may;210;1;-1;0;desconocido;no
36;independiente;casado;terciaria;no;15;si;no;desconocido;28;may;64;4;-1;0;desconocido;no
24;servicios;soltero;secundaria;no;1611;si;no;desconocido;28;may;418;1;-1;0;desconocido;no
29;collar azul;soltero;secundaria;no;-15;si;no;desconocido;28;may;140;1;-1;0;desconocido;no
53;tecnico;divorciado;secundaria;no;45;no;no;desconocido;28;may;171;6;-1;0;desconocido;no
46;administrativo;soltero;secundaria;no;-136;si;no;desconocido;28;may;223;1;-1;0;desconocido;no
28;collar azul;soltero;secundaria;no;1849;si;no;desconocido;28;may;204;1;-1;0;desconocido;no
35;servicios;casado;secundaria;no;1453;si;no;desconocido;28;may;199;1;-1;0;desconocido;no
29;administrativo;soltero;secundaria;no;1450;si;no;desconocido;28;may;195;1;-1;0;desconocido;no
33;tecnico;casado;terciaria;no;525;si;si;desconocido;28;may;139;1;-1;0;desconocido;no
32;servicios;soltero;secundaria;no;284;si;no;desconocido;28;may;63;2;-1;0;desconocido;no
27;servicios;soltero;secundaria;no;54;si;no;desconocido;28;may;543;2;-1;0;desconocido;si
34;collar azul;soltero;secundaria;no;-108;si;no;desconocido;28;may;290;1;-1;0;desconocido;no
31;collar azul;casado;secundaria;no;298;si;no;desconocido;28;may;154;3;-1;0;desconocido;no
41;administrativo;divorciado;secundaria;no;-365;si;no;desconocido;28;may;226;10;-1;0;desconocido;no
30;administrativo;soltero;secundaria;no;-1;si;no;desconocido;28;may;141;1;-1;0;desconocido;no
29;collar azul;casado;primaria;no;1101;si;si;desconocido;28;may;165;1;-1;0;desconocido;no
38;tecnico;casado;secundaria;no;133;si;no;desconocido;28;may;156;1;-1;0;desconocido;no
33;collar azul;soltero;secundaria;no;855;no;no;desconocido;28;may;99;5;-1;0;desconocido;no
27;tecnico;soltero;secundaria;no;2430;si;no;desconocido;28;may;297;1;-1;0;desconocido;no
49;gerente;divorciado;terciaria;no;169;si;no;desconocido;28;may;174;1;-1;0;desconocido;no
24;collar azul;casado;primaria;no;933;si;no;desconocido;28;may;62;3;-1;0;desconocido;no
27;collar azul;soltero;secundaria;no;2364;si;no;desconocido;28;may;221;1;-1;0;desconocido;no
31;administrativo;casado;secundaria;no;728;si;si;desconocido;28;may;104;4;-1;0;desconocido;no
42;collar azul;casado;secundaria;no;1468;si;no;desconocido;28;may;136;1;-1;0;desconocido;no
42;administrativo;casado;secundaria;no;214;si;no;desconocido;28;may;21;24;-1;0;desconocido;no
22;collar azul;casado;secundaria;no;391;si;si;desconocido;28;may;72;18;-1;0;desconocido;no
54;tecnico;casado;secundaria;no;1865;si;no;desconocido;28;may;125;2;-1;0;desconocido;no
28;collar azul;soltero;desconocido;no;448;si;no;desconocido;28;may;307;1;-1;0;desconocido;no
40;gerente;casado;terciaria;no;-130;si;no;desconocido;28;may;154;2;-1;0;desconocido;no
48;administrativo;soltero;secundaria;no;1150;si;no;desconocido;28;may;357;1;-1;0;desconocido;no
46;administrativo;casado;secundaria;no;-363;si;si;desconocido;28;may;236;1;-1;0;desconocido;no
42;collar azul;divorciado;secundaria;no;1820;si;no;desconocido;28;may;202;2;-1;0;desconocido;no
39;collar azul;casado;primaria;no;2862;si;no;desconocido;28;may;227;2;-1;0;desconocido;no
29;gerente;casado;terciaria;no;4050;si;no;desconocido;28;may;166;1;-1;0;desconocido;no
40;administrativo;casado;secundaria;si;-279;si;no;desconocido;28;may;143;2;-1;0;desconocido;no
35;collar azul;casado;secundaria;no;1388;si;no;desconocido;28;may;119;5;-1;0;desconocido;no
38;tecnico;divorciado;secundaria;no;-478;si;no;desconocido;28;may;154;1;-1;0;desconocido;no
33;independiente;casado;terciaria;no;-103;si;no;desconocido;28;may;268;1;-1;0;desconocido;no
31;collar azul;soltero;primaria;no;-443;si;no;desconocido;28;may;507;1;-1;0;desconocido;no
28;collar azul;divorciado;desconocido;no;101;si;no;desconocido;28;may;126;4;-1;0;desconocido;no
30;tecnico;divorciado;secundaria;no;2262;si;no;desconocido;28;may;102;2;-1;0;desconocido;no
42;collar azul;casado;secundaria;no;54;si;no;desconocido;28;may;268;1;-1;0;desconocido;no
28;collar azul;soltero;secundaria;no;0;si;no;desconocido;28;may;386;1;-1;0;desconocido;no
43;tecnico;casado;secundaria;no;50;no;no;desconocido;28;may;63;1;-1;0;desconocido;no
28;servicios;soltero;secundaria;no;40;si;no;desconocido;28;may;313;2;-1;0;desconocido;no
29;servicios;casado;secundaria;no;308;si;no;desconocido;28;may;75;1;-1;0;desconocido;no
36;collar azul;casado;secundaria;no;21;si;no;desconocido;28;may;89;1;-1;0;desconocido;no
25;collar azul;soltero;secundaria;no;1966;si;no;desconocido;28;may;209;1;-1;0;desconocido;no
28;collar azul;soltero;secundaria;no;1;no;no;desconocido;28;may;181;1;-1;0;desconocido;no
61;jubilado;divorciado;secundaria;no;1857;si;no;desconocido;28;may;173;4;-1;0;desconocido;no
32;administrativo;soltero;secundaria;no;-648;si;no;desconocido;28;may;439;2;-1;0;desconocido;no
29;gerente;casado;terciaria;no;168;si;no;desconocido;28;may;119;1;-1;0;desconocido;no
26;tecnico;casado;secundaria;no;876;si;no;desconocido;28;may;713;1;-1;0;desconocido;no
29;collar azul;soltero;primaria;no;80;si;no;desconocido;28;may;678;1;-1;0;desconocido;no
30;servicios;casado;primaria;no;-286;si;no;desconocido;28;may;202;1;-1;0;desconocido;no
46;collar azul;casado;desconocido;no;-619;si;no;desconocido;28;may;96;1;-1;0;desconocido;no
53;collar azul;soltero;primaria;no;-137;si;si;desconocido;28;may;72;1;-1;0;desconocido;no
28;collar azul;casado;primaria;no;115;si;no;desconocido;28;may;78;4;-1;0;desconocido;no
27;tecnico;casado;secundaria;no;58;si;no;desconocido;28;may;82;1;-1;0;desconocido;no
27;collar azul;soltero;secundaria;no;1401;si;no;desconocido;28;may;392;1;-1;0;desconocido;no
25;servicios;soltero;secundaria;no;55;si;si;desconocido;28;may;217;1;-1;0;desconocido;no
38;tecnico;divorciado;secundaria;no;1333;si;si;desconocido;28;may;188;1;-1;0;desconocido;no
40;collar azul;divorciado;secundaria;no;-90;si;no;desconocido;28;may;130;1;-1;0;desconocido;no
27;servicios;soltero;secundaria;no;3791;si;no;desconocido;28;may;231;1;-1;0;desconocido;no
50;collar azul;casado;primaria;no;490;si;no;desconocido;28;may;151;3;-1;0;desconocido;no
47;collar azul;casado;secundaria;no;480;si;no;desconocido;28;may;211;2;-1;0;desconocido;no
60;collar azul;casado;primaria;no;228;si;no;desconocido;28;may;249;11;-1;0;desconocido;no
45;collar azul;casado;desconocido;no;-320;si;no;desconocido;28;may;204;3;-1;0;desconocido;no
29;independiente;soltero;secundaria;no;3672;si;si;desconocido;28;may;1210;1;-1;0;desconocido;no
32;desempleado;casado;secundaria;no;-160;si;no;desconocido;28;may;27;1;-1;0;desconocido;no
25;collar azul;soltero;secundaria;no;207;si;no;desconocido;28;may;680;1;-1;0;desconocido;no
28;collar azul;casado;secundaria;no;916;si;no;desconocido;28;may;206;1;-1;0;desconocido;no
24;estudiante;soltero;desconocido;no;3298;si;no;desconocido;28;may;227;1;-1;0;desconocido;no
34;servicios;casado;secundaria;no;1182;si;no;desconocido;28;may;124;1;-1;0;desconocido;no
50;collar azul;casado;primaria;no;1203;si;si;desconocido;28;may;66;7;-1;0;desconocido;no
